order_number,product_key,customer_key,price,quantity,sales_amount,order_date,shipment_date,due_date
SO45202,105,8095,3578,1,3578,21-07-2011,28-07-2011,02-08-2011
SO45203,105,7908,3578,1,3578,21-07-2011,28-07-2011,02-08-2011
SO45204,136,461,3400,1,3400,21-07-2011,28-07-2011,02-08-2011
SO45205,135,17421,3400,1,3400,22-07-2011,29-07-2011,03-08-2011
SO45206,104,1475,3578,1,3578,22-07-2011,29-07-2011,03-08-2011
SO45207,103,18157,3578,1,3578,22-07-2011,29-07-2011,03-08-2011
SO45208,135,8885,3400,1,3400,22-07-2011,29-07-2011,03-08-2011
SO45209,105,18202,3578,1,3578,22-07-2011,29-07-2011,03-08-2011
SO45210,102,18240,3578,1,3578,22-07-2011,29-07-2011,03-08-2011
SO45211,102,7725,3578,1,3578,22-07-2011,29-07-2011,03-08-2011
SO45212,105,7730,3578,1,3578,22-07-2011,29-07-2011,03-08-2011
SO45213,140,465,3375,1,3375,22-07-2011,29-07-2011,03-08-2011
SO45214,101,1465,3578,1,3578,23-07-2011,30-07-2011,04-08-2011
SO45215,103,18209,3578,1,3578,23-07-2011,30-07-2011,04-08-2011
SO45216,104,18262,3578,1,3578,23-07-2011,30-07-2011,04-08-2011
SO45217,105,18145,3578,1,3578,24-07-2011,31-07-2011,05-08-2011
SO45218,136,14983,3400,1,3400,24-07-2011,31-07-2011,05-08-2011
SO45219,104,11894,3578,1,3578,24-07-2011,31-07-2011,05-08-2011
SO45220,103,18208,3578,1,3578,24-07-2011,31-07-2011,05-08-2011
SO45221,105,11904,3578,1,3578,24-07-2011,31-07-2011,05-08-2011
SO45222,121,3729,699,1,699,24-07-2011,31-07-2011,05-08-2011
SO45222,122,3729,699,1,699,24-07-2011,31-07-2011,05-08-2011
SO45223,103,7931,3578,1,3578,24-07-2011,31-07-2011,05-08-2011
SO45224,102,7724,3578,1,3578,24-07-2011,31-07-2011,05-08-2011
SO45225,129,3654,699,1,699,25-07-2011,01-08-2011,06-08-2011
SO45225,130,3654,699,1,699,25-07-2011,01-08-2011,06-08-2011
SO45226,133,3663,699,1,699,25-07-2011,01-08-2011,06-08-2011
SO45226,134,3663,699,1,699,25-07-2011,01-08-2011,06-08-2011
SO45227,113,3727,699,1,699,25-07-2011,01-08-2011,06-08-2011
SO45227,114,3727,699,1,699,25-07-2011,01-08-2011,06-08-2011
SO45228,105,7769,3578,1,3578,25-07-2011,01-08-2011,06-08-2011
SO45229,140,388,3375,1,3375,26-07-2011,02-08-2011,07-08-2011
SO45230,104,18243,3578,1,3578,26-07-2011,02-08-2011,07-08-2011
SO45231,105,7909,3578,1,3578,26-07-2011,02-08-2011,07-08-2011
SO45232,101,7737,3578,1,3578,26-07-2011,02-08-2011,07-08-2011
SO45233,135,473,3400,1,3400,26-07-2011,02-08-2011,07-08-2011
SO45234,119,7010,699,1,699,27-07-2011,03-08-2011,08-08-2011
SO45234,120,7010,699,1,699,27-07-2011,03-08-2011,08-08-2011
SO45235,105,18148,3578,1,3578,27-07-2011,03-08-2011,08-08-2011
SO45236,103,7732,3578,1,3578,27-07-2011,03-08-2011,08-08-2011
SO45237,105,7738,3578,1,3578,27-07-2011,03-08-2011,08-08-2011
SO45238,137,460,3400,1,3400,27-07-2011,03-08-2011,08-08-2011
SO45239,119,8421,699,1,699,28-07-2011,04-08-2011,09-08-2011
SO45239,120,8421,699,1,699,28-07-2011,04-08-2011,09-08-2011
SO45240,101,18156,3578,1,3578,28-07-2011,04-08-2011,09-08-2011
SO45241,102,18204,3578,1,3578,28-07-2011,04-08-2011,09-08-2011
SO45242,102,18224,3578,1,3578,28-07-2011,04-08-2011,09-08-2011
SO45243,125,14716,699,1,699,28-07-2011,04-08-2011,09-08-2011
SO45243,126,14716,699,1,699,28-07-2011,04-08-2011,09-08-2011
SO45244,141,757,3375,1,3375,28-07-2011,04-08-2011,09-08-2011
SO45245,101,7929,3578,1,3578,29-07-2011,05-08-2011,10-08-2011
SO45246,101,7710,3578,1,3578,29-07-2011,05-08-2011,10-08-2011
SO45247,125,14717,699,1,699,29-07-2011,05-08-2011,10-08-2011
SO45247,126,14717,699,1,699,29-07-2011,05-08-2011,10-08-2011
SO45248,135,452,3400,1,3400,29-07-2011,05-08-2011,10-08-2011
SO45249,101,3929,3578,1,3578,30-07-2011,06-08-2011,11-08-2011
SO45250,101,3148,3578,1,3578,30-07-2011,06-08-2011,11-08-2011
SO45251,125,8423,699,1,699,30-07-2011,06-08-2011,11-08-2011
SO45251,126,8423,699,1,699,30-07-2011,06-08-2011,11-08-2011
SO45252,103,11878,3578,1,3578,30-07-2011,06-08-2011,11-08-2011
SO45253,105,18238,3578,1,3578,30-07-2011,06-08-2011,11-08-2011
SO45254,105,18253,3578,1,3578,30-07-2011,06-08-2011,11-08-2011
SO45255,105,18259,3578,1,3578,30-07-2011,06-08-2011,11-08-2011
SO45256,127,3665,699,1,699,30-07-2011,06-08-2011,11-08-2011
SO45256,128,3665,699,1,699,30-07-2011,06-08-2011,11-08-2011
SO45257,105,7719,3578,1,3578,30-07-2011,06-08-2011,11-08-2011
SO45258,131,14713,699,1,699,30-07-2011,06-08-2011,11-08-2011
SO45258,132,14713,699,1,699,30-07-2011,06-08-2011,11-08-2011
SO45259,105,18226,3578,1,3578,31-07-2011,07-08-2011,12-08-2011
SO45260,101,18151,3578,1,3578,31-07-2011,07-08-2011,12-08-2011
SO45261,103,18176,3578,1,3578,31-07-2011,07-08-2011,12-08-2011
SO45262,104,18266,3578,1,3578,31-07-2011,07-08-2011,12-08-2011
SO45263,131,3723,699,1,699,31-07-2011,07-08-2011,12-08-2011
SO45263,132,3723,699,1,699,31-07-2011,07-08-2011,12-08-2011
SO45264,140,455,3375,1,3375,31-07-2011,07-08-2011,12-08-2011
SO45265,141,462,3375,1,3375,31-07-2011,07-08-2011,12-08-2011
SO45345,104,4049,3578,1,3578,01-08-2011,08-08-2011,13-08-2011
SO45346,103,17649,3578,1,3578,01-08-2011,08-08-2011,13-08-2011
SO45347,133,3734,699,1,699,01-08-2011,08-08-2011,13-08-2011
SO45347,134,3734,699,1,699,01-08-2011,08-08-2011,13-08-2011
SO45348,102,8563,3578,1,3578,01-08-2011,08-08-2011,13-08-2011
SO45349,103,8569,3578,1,3578,01-08-2011,08-08-2011,13-08-2011
SO45350,102,8614,3578,1,3578,01-08-2011,08-08-2011,13-08-2011
SO45351,104,1521,3578,1,3578,02-08-2011,09-08-2011,14-08-2011
SO45352,104,4082,3578,1,3578,02-08-2011,09-08-2011,14-08-2011
SO45353,101,17631,3578,1,3578,02-08-2011,09-08-2011,14-08-2011
SO45354,131,8433,699,1,699,02-08-2011,09-08-2011,14-08-2011
SO45354,132,8433,699,1,699,02-08-2011,09-08-2011,14-08-2011
SO45355,103,17779,3578,1,3578,02-08-2011,09-08-2011,14-08-2011
SO45356,104,8097,3578,1,3578,02-08-2011,09-08-2011,14-08-2011
SO45357,142,17444,3375,1,3375,03-08-2011,10-08-2011,15-08-2011
SO45358,103,12173,3578,1,3578,03-08-2011,10-08-2011,15-08-2011
SO45359,104,228,3578,1,3578,03-08-2011,10-08-2011,15-08-2011
SO45360,104,17037,3578,1,3578,03-08-2011,10-08-2011,15-08-2011
SO45361,103,12058,3578,1,3578,03-08-2011,10-08-2011,15-08-2011
SO45362,104,8272,3578,1,3578,03-08-2011,10-08-2011,15-08-2011
SO45363,103,8566,3578,1,3578,03-08-2011,10-08-2011,15-08-2011
SO45364,102,3162,3578,1,3578,04-08-2011,11-08-2011,16-08-2011
SO45365,104,4079,3578,1,3578,04-08-2011,11-08-2011,16-08-2011
SO45366,121,7012,699,1,699,04-08-2011,11-08-2011,16-08-2011
SO45366,122,7012,699,1,699,04-08-2011,11-08-2011,16-08-2011
SO45367,119,9562,699,1,699,04-08-2011,11-08-2011,16-08-2011
SO45367,120,9562,699,1,699,04-08-2011,11-08-2011,16-08-2011
SO45368,119,3733,699,1,699,04-08-2011,11-08-2011,16-08-2011
SO45368,120,3733,699,1,699,04-08-2011,11-08-2011,16-08-2011
SO45369,105,8270,3578,1,3578,04-08-2011,11-08-2011,16-08-2011
SO45370,103,8271,3578,1,3578,04-08-2011,11-08-2011,16-08-2011
SO45371,101,4063,3578,1,3578,05-08-2011,12-08-2011,17-08-2011
SO45372,139,17450,3375,1,3375,05-08-2011,12-08-2011,17-08-2011
SO45373,140,14995,3375,1,3375,05-08-2011,12-08-2011,17-08-2011
SO45374,103,11997,3578,1,3578,05-08-2011,12-08-2011,17-08-2011
SO45375,104,8597,3578,1,3578,05-08-2011,12-08-2011,17-08-2011
SO45376,135,762,3400,1,3400,05-08-2011,12-08-2011,17-08-2011
SO45377,104,4078,3578,1,3578,06-08-2011,13-08-2011,18-08-2011
SO45378,101,17179,3578,1,3578,06-08-2011,13-08-2011,18-08-2011
SO45379,104,17364,3578,1,3578,06-08-2011,13-08-2011,18-08-2011
SO45380,115,7011,699,1,699,06-08-2011,13-08-2011,18-08-2011
SO45380,116,7011,699,1,699,06-08-2011,13-08-2011,18-08-2011
SO45381,135,8989,3400,1,3400,06-08-2011,13-08-2011,18-08-2011
SO45382,104,130,3578,1,3578,06-08-2011,13-08-2011,18-08-2011
SO45383,123,3735,699,1,699,06-08-2011,13-08-2011,18-08-2011
SO45383,124,3735,699,1,699,06-08-2011,13-08-2011,18-08-2011
SO45384,129,15790,699,1,699,06-08-2011,13-08-2011,18-08-2011
SO45384,130,15790,699,1,699,06-08-2011,13-08-2011,18-08-2011
SO45385,125,3736,699,1,699,06-08-2011,13-08-2011,18-08-2011
SO45385,126,3736,699,1,699,06-08-2011,13-08-2011,18-08-2011
SO45386,103,8608,3578,1,3578,06-08-2011,13-08-2011,18-08-2011
SO45387,101,225,3578,1,3578,07-08-2011,14-08-2011,19-08-2011
SO45388,141,14987,3375,1,3375,07-08-2011,14-08-2011,19-08-2011
SO45389,101,91,3578,1,3578,07-08-2011,14-08-2011,19-08-2011
SO45390,101,8561,3578,1,3578,07-08-2011,14-08-2011,19-08-2011
SO45391,104,8589,3578,1,3578,07-08-2011,14-08-2011,19-08-2011
SO45392,135,763,3400,1,3400,07-08-2011,14-08-2011,19-08-2011
SO45393,103,3172,3578,1,3578,08-08-2011,15-08-2011,20-08-2011
SO45394,139,469,3375,1,3375,08-08-2011,15-08-2011,20-08-2011
SO45395,104,18353,3578,1,3578,08-08-2011,15-08-2011,20-08-2011
SO45396,103,8595,3578,1,3578,08-08-2011,15-08-2011,20-08-2011
SO45397,104,4052,3578,1,3578,09-08-2011,16-08-2011,21-08-2011
SO45398,103,4060,3578,1,3578,09-08-2011,16-08-2011,21-08-2011
SO45399,102,8599,3578,1,3578,09-08-2011,16-08-2011,21-08-2011
SO45400,104,3163,3578,1,3578,10-08-2011,17-08-2011,22-08-2011
SO45401,101,4059,3578,1,3578,10-08-2011,17-08-2011,22-08-2011
SO45402,135,414,3400,1,3400,10-08-2011,17-08-2011,22-08-2011
SO45403,105,12115,3578,1,3578,10-08-2011,17-08-2011,22-08-2011
SO45404,101,218,3578,1,3578,10-08-2011,17-08-2011,22-08-2011
SO45405,103,12210,3578,1,3578,10-08-2011,17-08-2011,22-08-2011
SO45406,142,14988,3375,1,3375,10-08-2011,17-08-2011,22-08-2011
SO45407,105,18286,3578,1,3578,10-08-2011,17-08-2011,22-08-2011
SO45408,105,18327,3578,1,3578,10-08-2011,17-08-2011,22-08-2011
SO45409,103,8613,3578,1,3578,10-08-2011,17-08-2011,22-08-2011
SO45410,101,3150,3578,1,3578,11-08-2011,18-08-2011,23-08-2011
SO45411,104,17198,3578,1,3578,11-08-2011,18-08-2011,23-08-2011
SO45412,101,12138,3578,1,3578,11-08-2011,18-08-2011,23-08-2011
SO45413,103,192,3578,1,3578,11-08-2011,18-08-2011,23-08-2011
SO45414,121,7039,699,1,699,11-08-2011,18-08-2011,23-08-2011
SO45414,122,7039,699,1,699,11-08-2011,18-08-2011,23-08-2011
SO45415,103,17093,3578,1,3578,11-08-2011,18-08-2011,23-08-2011
SO45416,101,17162,3578,1,3578,11-08-2011,18-08-2011,23-08-2011
SO45417,101,17621,3578,1,3578,11-08-2011,18-08-2011,23-08-2011
SO45418,102,8265,3578,1,3578,11-08-2011,18-08-2011,23-08-2011
SO45419,105,8556,3578,1,3578,11-08-2011,18-08-2011,23-08-2011
SO45420,104,8562,3578,1,3578,11-08-2011,18-08-2011,23-08-2011
SO45421,104,8577,3578,1,3578,11-08-2011,18-08-2011,23-08-2011
SO45422,101,17199,3578,1,3578,12-08-2011,19-08-2011,24-08-2011
SO45423,139,8998,3375,1,3375,12-08-2011,19-08-2011,24-08-2011
SO45424,102,17166,3578,1,3578,12-08-2011,19-08-2011,24-08-2011
SO45425,101,4057,3578,1,3578,13-08-2011,20-08-2011,25-08-2011
SO45426,103,3165,3578,1,3578,13-08-2011,20-08-2011,25-08-2011
SO45427,140,18482,3375,1,3375,13-08-2011,20-08-2011,25-08-2011
SO45428,137,415,3400,1,3400,13-08-2011,20-08-2011,25-08-2011
SO45429,101,17130,3578,1,3578,13-08-2011,20-08-2011,25-08-2011
SO45430,103,17177,3578,1,3578,13-08-2011,20-08-2011,25-08-2011
SO45431,102,17014,3578,1,3578,13-08-2011,20-08-2011,25-08-2011
SO45432,103,3168,3578,1,3578,14-08-2011,21-08-2011,26-08-2011
SO45433,101,1548,3578,1,3578,14-08-2011,21-08-2011,26-08-2011
SO45434,102,253,3578,1,3578,14-08-2011,21-08-2011,26-08-2011
SO45435,127,9563,699,1,699,14-08-2011,21-08-2011,26-08-2011
SO45435,128,9563,699,1,699,14-08-2011,21-08-2011,26-08-2011
SO45436,103,17131,3578,1,3578,14-08-2011,21-08-2011,26-08-2011
SO45437,103,17170,3578,1,3578,14-08-2011,21-08-2011,26-08-2011
SO45438,101,18335,3578,1,3578,14-08-2011,21-08-2011,26-08-2011
SO45439,117,14824,699,1,699,14-08-2011,21-08-2011,26-08-2011
SO45439,118,14824,699,1,699,14-08-2011,21-08-2011,26-08-2011
SO45440,103,3199,3578,1,3578,15-08-2011,22-08-2011,27-08-2011
SO45441,103,217,3578,1,3578,15-08-2011,22-08-2011,27-08-2011
SO45442,105,18336,3578,1,3578,15-08-2011,22-08-2011,27-08-2011
SO45443,104,18351,3578,1,3578,15-08-2011,22-08-2011,27-08-2011
SO45444,101,8103,3578,1,3578,15-08-2011,22-08-2011,27-08-2011
SO45445,101,8106,3578,1,3578,15-08-2011,22-08-2011,27-08-2011
SO45446,136,14991,3400,1,3400,16-08-2011,23-08-2011,28-08-2011
SO45447,104,8559,3578,1,3578,16-08-2011,23-08-2011,28-08-2011
SO45448,115,14719,699,1,699,16-08-2011,23-08-2011,28-08-2011
SO45448,116,14719,699,1,699,16-08-2011,23-08-2011,28-08-2011
SO45449,101,3190,3578,1,3578,17-08-2011,24-08-2011,29-08-2011
SO45450,103,17625,3578,1,3578,17-08-2011,24-08-2011,29-08-2011
SO45451,102,18280,3578,1,3578,17-08-2011,24-08-2011,29-08-2011
SO45452,105,8560,3578,1,3578,17-08-2011,24-08-2011,29-08-2011
SO45453,102,1550,3578,1,3578,18-08-2011,25-08-2011,30-08-2011
SO45454,103,12075,3578,1,3578,18-08-2011,25-08-2011,30-08-2011
SO45455,101,3164,3578,1,3578,19-08-2011,26-08-2011,31-08-2011
SO45456,103,12114,3578,1,3578,19-08-2011,26-08-2011,31-08-2011
SO45457,104,16753,3578,1,3578,19-08-2011,26-08-2011,31-08-2011
SO45458,102,8600,3578,1,3578,19-08-2011,26-08-2011,31-08-2011
SO45459,101,8606,3578,1,3578,19-08-2011,26-08-2011,31-08-2011
SO45460,125,14823,699,1,699,19-08-2011,26-08-2011,31-08-2011
SO45460,126,14823,699,1,699,19-08-2011,26-08-2011,31-08-2011
SO45461,102,17647,3578,1,3578,20-08-2011,27-08-2011,01-09-2011
SO45462,101,17648,3578,1,3578,20-08-2011,27-08-2011,01-09-2011
SO45463,103,172,3578,1,3578,20-08-2011,27-08-2011,01-09-2011
SO45464,105,8587,3578,1,3578,20-08-2011,27-08-2011,01-09-2011
SO45465,133,14820,699,1,699,20-08-2011,27-08-2011,01-09-2011
SO45465,134,14820,699,1,699,20-08-2011,27-08-2011,01-09-2011
SO45466,102,8612,3578,1,3578,21-08-2011,28-08-2011,02-09-2011
SO45467,136,423,3400,1,3400,22-08-2011,29-08-2011,03-09-2011
SO45468,102,12165,3578,1,3578,22-08-2011,29-08-2011,03-09-2011
SO45469,141,8990,3375,1,3375,22-08-2011,29-08-2011,03-09-2011
SO45470,103,17178,3578,1,3578,22-08-2011,29-08-2011,03-09-2011
SO45471,104,18281,3578,1,3578,22-08-2011,29-08-2011,03-09-2011
SO45472,104,8096,3578,1,3578,22-08-2011,29-08-2011,03-09-2011
SO45473,101,8593,3578,1,3578,22-08-2011,29-08-2011,03-09-2011
SO45474,101,8596,3578,1,3578,22-08-2011,29-08-2011,03-09-2011
SO45475,104,8602,3578,1,3578,22-08-2011,29-08-2011,03-09-2011
SO45476,105,8615,3578,1,3578,22-08-2011,29-08-2011,03-09-2011
SO45477,104,3161,3578,1,3578,23-08-2011,30-08-2011,04-09-2011
SO45478,104,18355,3578,1,3578,23-08-2011,30-08-2011,04-09-2011
SO45479,104,8100,3578,1,3578,23-08-2011,30-08-2011,04-09-2011
SO45480,104,8565,3578,1,3578,23-08-2011,30-08-2011,04-09-2011
SO45481,104,8564,3578,1,3578,23-08-2011,30-08-2011,04-09-2011
SO45482,101,1523,3578,1,3578,24-08-2011,31-08-2011,05-09-2011
SO45483,105,3182,3578,1,3578,24-08-2011,31-08-2011,05-09-2011
SO45484,104,12268,3578,1,3578,24-08-2011,31-08-2011,05-09-2011
SO45485,103,258,3578,1,3578,24-08-2011,31-08-2011,05-09-2011
SO45486,115,3738,699,1,699,24-08-2011,31-08-2011,05-09-2011
SO45486,116,3738,699,1,699,24-08-2011,31-08-2011,05-09-2011
SO45487,104,8557,3578,1,3578,24-08-2011,31-08-2011,05-09-2011
SO45488,102,8578,3578,1,3578,24-08-2011,31-08-2011,05-09-2011
SO45489,101,8603,3578,1,3578,24-08-2011,31-08-2011,05-09-2011
SO45490,104,11977,3578,1,3578,24-08-2011,31-08-2011,05-09-2011
SO45491,102,16673,3578,1,3578,25-08-2011,01-09-2011,06-09-2011
SO45492,121,8430,699,1,699,25-08-2011,01-09-2011,06-09-2011
SO45492,122,8430,699,1,699,25-08-2011,01-09-2011,06-09-2011
SO45493,111,3732,699,1,699,25-08-2011,01-09-2011,06-09-2011
SO45493,112,3732,699,1,699,25-08-2011,01-09-2011,06-09-2011
SO45494,101,8610,3578,1,3578,25-08-2011,01-09-2011,06-09-2011
SO45495,133,14822,699,1,699,25-08-2011,01-09-2011,06-09-2011
SO45495,134,14822,699,1,699,25-08-2011,01-09-2011,06-09-2011
SO45496,105,18341,3578,1,3578,26-08-2011,02-09-2011,07-09-2011
SO45497,102,17355,3578,1,3578,26-08-2011,02-09-2011,07-09-2011
SO45498,103,17575,3578,1,3578,26-08-2011,02-09-2011,07-09-2011
SO45499,105,17627,3578,1,3578,26-08-2011,02-09-2011,07-09-2011
SO45500,103,190,3578,1,3578,26-08-2011,02-09-2011,07-09-2011
SO45501,141,14994,3375,1,3375,26-08-2011,02-09-2011,07-09-2011
SO45502,105,17174,3578,1,3578,26-08-2011,02-09-2011,07-09-2011
SO45503,105,11996,3578,1,3578,26-08-2011,02-09-2011,07-09-2011
SO45504,131,3731,699,1,699,26-08-2011,02-09-2011,07-09-2011
SO45504,132,3731,699,1,699,26-08-2011,02-09-2011,07-09-2011
SO45505,104,8594,3578,1,3578,26-08-2011,02-09-2011,07-09-2011
SO45506,102,8616,3578,1,3578,26-08-2011,02-09-2011,07-09-2011
SO45507,105,8617,3578,1,3578,26-08-2011,02-09-2011,07-09-2011
SO45508,101,1511,3578,1,3578,27-08-2011,03-09-2011,08-09-2011
SO45509,101,3149,3578,1,3578,27-08-2011,03-09-2011,08-09-2011
SO45510,101,11999,3578,1,3578,27-08-2011,03-09-2011,08-09-2011
SO45511,102,1524,3578,1,3578,28-08-2011,04-09-2011,09-09-2011
SO45512,103,176,3578,1,3578,28-08-2011,04-09-2011,09-09-2011
SO45513,139,14997,3375,1,3375,28-08-2011,04-09-2011,09-09-2011
SO45514,105,17052,3578,1,3578,28-08-2011,04-09-2011,09-09-2011
SO45515,101,8558,3578,1,3578,28-08-2011,04-09-2011,09-09-2011
SO45580,101,3429,3578,1,3578,29-08-2011,05-09-2011,10-09-2011
SO45581,104,264,3578,1,3578,29-08-2011,05-09-2011,10-09-2011
SO45582,103,17657,3578,1,3578,29-08-2011,05-09-2011,10-09-2011
SO45583,102,275,3578,1,3578,29-08-2011,05-09-2011,10-09-2011
SO45584,127,14829,699,1,699,29-08-2011,05-09-2011,10-09-2011
SO45584,128,14829,699,1,699,29-08-2011,05-09-2011,10-09-2011
SO45585,142,906,3375,1,3375,29-08-2011,05-09-2011,10-09-2011
SO45586,102,1614,3578,1,3578,30-08-2011,06-09-2011,11-09-2011
SO45587,101,532,3578,1,3578,30-08-2011,06-09-2011,11-09-2011
SO45588,104,276,3578,1,3578,30-08-2011,06-09-2011,11-09-2011
SO45589,105,8785,3578,1,3578,30-08-2011,06-09-2011,11-09-2011
SO45590,102,8764,3578,1,3578,30-08-2011,06-09-2011,11-09-2011
SO45591,117,14832,699,1,699,30-08-2011,06-09-2011,11-09-2011
SO45591,118,14832,699,1,699,30-08-2011,06-09-2011,11-09-2011
SO45592,136,898,3400,1,3400,30-08-2011,06-09-2011,11-09-2011
SO45593,101,4119,3578,1,3578,31-08-2011,07-09-2011,12-09-2011
SO45594,103,283,3578,1,3578,31-08-2011,07-09-2011,12-09-2011
SO45595,105,516,3578,1,3578,31-08-2011,07-09-2011,12-09-2011
SO45596,123,9565,699,1,699,31-08-2011,07-09-2011,12-09-2011
SO45596,124,9565,699,1,699,31-08-2011,07-09-2011,12-09-2011
SO45597,119,3741,699,1,699,31-08-2011,07-09-2011,12-09-2011
SO45597,120,3741,699,1,699,31-08-2011,07-09-2011,12-09-2011
SO45598,131,3745,699,1,699,31-08-2011,07-09-2011,12-09-2011
SO45598,132,3745,699,1,699,31-08-2011,07-09-2011,12-09-2011
SO45599,103,8795,3578,1,3578,31-08-2011,07-09-2011,12-09-2011
SO45600,104,8629,3578,1,3578,31-08-2011,07-09-2011,12-09-2011
SO45601,139,894,3375,1,3375,31-08-2011,07-09-2011,12-09-2011
SO45602,103,1608,3578,1,3578,01-09-2011,08-09-2011,13-09-2011
SO45603,103,297,3578,1,3578,01-09-2011,08-09-2011,13-09-2011
SO45604,105,318,3578,1,3578,01-09-2011,08-09-2011,13-09-2011
SO45605,102,627,3578,1,3578,01-09-2011,08-09-2011,13-09-2011
SO45606,103,8968,3578,1,3578,01-09-2011,08-09-2011,13-09-2011
SO45607,121,14831,699,1,699,01-09-2011,08-09-2011,13-09-2011
SO45607,122,14831,699,1,699,01-09-2011,08-09-2011,13-09-2011
SO45608,140,897,3375,1,3375,01-09-2011,08-09-2011,13-09-2011
SO45609,102,3775,3578,1,3578,01-09-2011,08-09-2011,13-09-2011
SO45610,101,304,3578,1,3578,02-09-2011,09-09-2011,14-09-2011
SO45611,101,536,3578,1,3578,02-09-2011,09-09-2011,14-09-2011
SO45612,103,3796,3578,1,3578,02-09-2011,09-09-2011,14-09-2011
SO45613,105,523,3578,1,3578,03-09-2011,10-09-2011,15-09-2011
SO45614,103,12386,3578,1,3578,03-09-2011,10-09-2011,15-09-2011
SO45615,133,7138,699,1,699,03-09-2011,10-09-2011,15-09-2011
SO45615,134,7138,699,1,699,03-09-2011,10-09-2011,15-09-2011
SO45616,105,3801,3578,1,3578,03-09-2011,10-09-2011,15-09-2011
SO45617,102,4355,3578,1,3578,03-09-2011,10-09-2011,15-09-2011
SO45618,102,1619,3578,1,3578,03-09-2011,10-09-2011,15-09-2011
SO45619,102,8788,3578,1,3578,03-09-2011,10-09-2011,15-09-2011
SO45620,105,8952,3578,1,3578,03-09-2011,10-09-2011,15-09-2011
SO45621,137,769,3400,1,3400,03-09-2011,10-09-2011,15-09-2011
SO45622,135,17471,3400,1,3400,04-09-2011,11-09-2011,16-09-2011
SO45623,102,3770,3578,1,3578,04-09-2011,11-09-2011,16-09-2011
SO45624,104,292,3578,1,3578,04-09-2011,11-09-2011,16-09-2011
SO45625,105,308,3578,1,3578,04-09-2011,11-09-2011,16-09-2011
SO45626,101,260,3578,1,3578,04-09-2011,11-09-2011,16-09-2011
SO45627,115,7040,699,1,699,04-09-2011,11-09-2011,16-09-2011
SO45627,116,7040,699,1,699,04-09-2011,11-09-2011,16-09-2011
SO45628,105,8796,3578,1,3578,04-09-2011,11-09-2011,16-09-2011
SO45629,138,893,3400,1,3400,04-09-2011,11-09-2011,16-09-2011
SO45630,142,900,3375,1,3375,04-09-2011,11-09-2011,16-09-2011
SO45631,141,238,3375,1,3375,05-09-2011,12-09-2011,17-09-2011
SO45632,105,3776,3578,1,3578,05-09-2011,12-09-2011,17-09-2011
SO45633,142,15012,3375,1,3375,05-09-2011,12-09-2011,17-09-2011
SO45634,105,8767,3578,1,3578,05-09-2011,12-09-2011,17-09-2011
SO45635,104,12352,3578,1,3578,06-09-2011,13-09-2011,18-09-2011
SO45636,102,303,3578,1,3578,06-09-2011,13-09-2011,18-09-2011
SO45637,105,526,3578,1,3578,06-09-2011,13-09-2011,18-09-2011
SO45638,115,3747,699,1,699,06-09-2011,13-09-2011,18-09-2011
SO45638,116,3747,699,1,699,06-09-2011,13-09-2011,18-09-2011
SO45639,102,8783,3578,1,3578,06-09-2011,13-09-2011,18-09-2011
SO45640,102,8965,3578,1,3578,06-09-2011,13-09-2011,18-09-2011
SO45641,102,12307,3578,1,3578,07-09-2011,14-09-2011,19-09-2011
SO45642,104,624,3578,1,3578,07-09-2011,14-09-2011,19-09-2011
SO45643,101,3542,3578,1,3578,08-09-2011,15-09-2011,20-09-2011
SO45644,141,17459,3375,1,3375,08-09-2011,15-09-2011,20-09-2011
SO45645,142,483,3375,1,3375,08-09-2011,15-09-2011,20-09-2011
SO45646,103,290,3578,1,3578,08-09-2011,15-09-2011,20-09-2011
SO45647,138,14998,3400,1,3400,08-09-2011,15-09-2011,20-09-2011
SO45648,103,8792,3578,1,3578,08-09-2011,15-09-2011,20-09-2011
SO45649,101,320,3578,1,3578,09-09-2011,16-09-2011,21-09-2011
SO45650,103,17653,3578,1,3578,09-09-2011,16-09-2011,21-09-2011
SO45651,102,8772,3578,1,3578,09-09-2011,16-09-2011,21-09-2011
SO45652,125,14827,699,1,699,09-09-2011,16-09-2011,21-09-2011
SO45652,126,14827,699,1,699,09-09-2011,16-09-2011,21-09-2011
SO45653,138,765,3400,1,3400,09-09-2011,16-09-2011,21-09-2011
SO45654,139,17479,3375,1,3375,10-09-2011,17-09-2011,22-09-2011
SO45655,103,324,3578,1,3578,10-09-2011,17-09-2011,22-09-2011
SO45656,104,618,3578,1,3578,10-09-2011,17-09-2011,22-09-2011
SO45657,102,267,3578,1,3578,10-09-2011,17-09-2011,22-09-2011
SO45658,103,271,3578,1,3578,10-09-2011,17-09-2011,22-09-2011
SO45659,140,15004,3375,1,3375,10-09-2011,17-09-2011,22-09-2011
SO45660,103,8798,3578,1,3578,10-09-2011,17-09-2011,22-09-2011
SO45661,133,14828,699,1,699,10-09-2011,17-09-2011,22-09-2011
SO45661,134,14828,699,1,699,10-09-2011,17-09-2011,22-09-2011
SO45662,141,907,3375,1,3375,10-09-2011,17-09-2011,22-09-2011
SO45663,138,902,3400,1,3400,10-09-2011,17-09-2011,22-09-2011
SO45664,103,3714,3578,1,3578,11-09-2011,18-09-2011,23-09-2011
SO45665,137,15005,3400,1,3400,11-09-2011,18-09-2011,23-09-2011
