product_key,product_id,product_number,product_name,category_id,category,subcategory,maintenance,product_cost,product_line,start_date
235,444,FR-R92B-52,HL Road Frame - Black- 52,CO_RF,Components,Road Frames,Yes,869,Road,01-07-2013
236,445,SH-M897-S,Men's Sports Shorts- S,CL_SH,Clothing,Shorts,No,25,Other Sales,01-07-2012
237,446,PA-T100,Touring-Panniers- Large,AC_PA,Accessories,Panniers,No,52,Touring,01-07-2012
238,447,LO-C100,Cable Lock,AC_LO,Accessories,Locks,Yes,10,Other Sales,01-07-2012
239,448,PU-0452,Minipump,AC_PU,Accessories,Pumps,Yes,8,Other Sales,01-07-2012
240,449,PU-M044,Mountain Pump,AC_PU,Accessories,Pumps,Yes,10,Mountain,01-07-2012
241,450,LT-T990,Taillights - Battery-Powered,AC_LI,Accessories,Lights,Yes,6,Road,01-07-2012
242,451,LT-H902,Headlights - Dual-Beam,AC_LI,Accessories,Lights,Yes,14,Road,01-07-2012
243,452,LT-H903,Headlights - Weatherproof,AC_LI,Accessories,Lights,Yes,19,Road,01-07-2012
244,453,SH-M897-M,Men's Sports Shorts- M,CL_SH,Clothing,Shorts,No,25,Other Sales,01-07-2012
245,454,SH-M897-L,Men's Sports Shorts- L,CL_SH,Clothing,Shorts,No,25,Other Sales,01-07-2012
246,455,SH-M897-X,Men's Sports Shorts- XL,CL_SH,Clothing,Shorts,No,25,Other Sales,01-07-2012
247,456,TG-W091-S,Women's Tights- S,CL_TI,Clothing,Tights,No,31,Other Sales,01-07-2012
248,457,TG-W091-M,Women's Tights- M,CL_TI,Clothing,Tights,No,31,Other Sales,01-07-2012
249,458,TG-W091-L,Women's Tights- L,CL_TI,Clothing,Tights,No,31,Other Sales,01-07-2012
250,459,SB-M891-S,Men's Bib-Shorts- S,CL_BS,Clothing,Bib-Shorts,No,37,Other Sales,01-07-2012
251,460,SB-M891-M,Men's Bib-Shorts- M,CL_BS,Clothing,Bib-Shorts,No,37,Other Sales,01-07-2012
252,461,SB-M891-L,Men's Bib-Shorts- L,CL_BS,Clothing,Bib-Shorts,No,37,Other Sales,01-07-2012
253,462,GL-H102-S,Half-Finger Gloves- S,CL_GL,Clothing,Gloves,No,10,Other Sales,01-07-2012
254,463,GL-H102-S,Half-Finger Gloves- S,CL_GL,Clothing,Gloves,No,9,Other Sales,01-07-2013
255,464,GL-H102-M,Half-Finger Gloves- M,CL_GL,Clothing,Gloves,No,10,Other Sales,01-07-2012
256,465,GL-H102-M,Half-Finger Gloves- M,CL_GL,Clothing,Gloves,No,9,Other Sales,01-07-2013
257,466,GL-H102-L,Half-Finger Gloves- L,CL_GL,Clothing,Gloves,No,10,Other Sales,01-07-2012
258,467,GL-H102-L,Half-Finger Gloves- L,CL_GL,Clothing,Gloves,No,9,Other Sales,01-07-2013
259,468,GL-F110-S,Full-Finger Gloves- S,CL_GL,Clothing,Gloves,No,16,Mountain,01-07-2012
260,469,GL-F110-M,Full-Finger Gloves- M,CL_GL,Clothing,Gloves,No,16,Mountain,01-07-2012
261,470,GL-F110-L,Full-Finger Gloves- L,CL_GL,Clothing,Gloves,No,16,Mountain,01-07-2012
262,471,VE-C304-S,Classic Vest- S,CL_VE,Clothing,Vests,No,24,Other Sales,01-07-2013
263,472,VE-C304-M,Classic Vest- M,CL_VE,Clothing,Vests,No,24,Other Sales,01-07-2013
264,473,VE-C304-L,Classic Vest- L,CL_VE,Clothing,Vests,No,24,Other Sales,01-07-2013
265,474,SH-W890-S,Women's Mountain Shorts- S,CL_SH,Clothing,Shorts,No,26,Mountain,01-07-2013
266,475,SH-W890-M,Women's Mountain Shorts- M,CL_SH,Clothing,Shorts,No,26,Mountain,01-07-2013
267,476,SH-W890-L,Women's Mountain Shorts- L,CL_SH,Clothing,Shorts,No,26,Mountain,01-07-2013
268,477,WB-H098,Water Bottle - 30 oz.,AC_BC,Accessories,Bottles and Cages,No,2,Other Sales,01-07-2013
269,478,BC-M005,Mountain Bottle Cage,AC_BC,Accessories,Bottles and Cages,No,4,Mountain,01-07-2013
270,479,BC-R205,Road Bottle Cage,AC_BC,Accessories,Bottles and Cages,No,3,Road,01-07-2013
271,480,PK-7098,Patch Kit/8 Patches,AC_TT,Accessories,Tires and Tubes,Yes,1,Other Sales,01-07-2013
272,481,SO-R809-M,Racing Socks- M,CL_SO,Clothing,Socks,No,3,Road,01-07-2013
273,482,SO-R809-L,Racing Socks- L,CL_SO,Clothing,Socks,No,3,Road,01-07-2013
274,483,RA-H123,Hitch Rack - 4-Bike,AC_BR,Accessories,Bike Racks,Yes,45,Other Sales,01-07-2013
275,484,CL-9009,Bike Wash - Dissolver,AC_CL,Accessories,Cleaners,Yes,3,Other Sales,01-07-2013
276,485,FE-6654,Fender Set - Mountain,AC_FE,Accessories,Fenders,No,8,Mountain,01-07-2013
277,486,ST-1401,All-Purpose Bike Stand,AC_BS,Accessories,Bike Stands,No,59,Mountain,01-07-2013
278,487,HY-1023-70,Hydration Pack - 70 oz.,AC_HP,Accessories,Hydration Packs,No,21,Other Sales,01-07-2013
279,488,SJ-0194-S,Short-Sleeve Classic Jersey- S,CL_JE,Clothing,Jerseys,No,42,Other Sales,01-07-2013
280,489,SJ-0194-M,Short-Sleeve Classic Jersey- M,CL_JE,Clothing,Jerseys,No,42,Other Sales,01-07-2013
281,490,SJ-0194-L,Short-Sleeve Classic Jersey- L,CL_JE,Clothing,Jerseys,No,42,Other Sales,01-07-2013
282,491,SJ-0194-X,Short-Sleeve Classic Jersey- XL,CL_JE,Clothing,Jerseys,No,42,Other Sales,01-07-2013
283,492,FR-T98Y-60,HL Touring Frame - Yellow- 60,CO_TF,Components,Touring Frames,Yes,602,Touring,01-07-2013
284,493,FR-T67Y-62,LL Touring Frame - Yellow- 62,CO_TF,Components,Touring Frames,Yes,200,Touring,01-07-2013
285,494,FR-T98Y-46,HL Touring Frame - Yellow- 46,CO_TF,Components,Touring Frames,Yes,602,Touring,01-07-2013
286,495,FR-T98Y-50,HL Touring Frame - Yellow- 50,CO_TF,Components,Touring Frames,Yes,602,Touring,01-07-2013
287,496,FR-T98Y-54,HL Touring Frame - Yellow- 54,CO_TF,Components,Touring Frames,Yes,602,Touring,01-07-2013
288,497,FR-T98U-46,HL Touring Frame - Blue- 46,CO_TF,Components,Touring Frames,Yes,602,Touring,01-07-2013
289,498,FR-T98U-50,HL Touring Frame - Blue- 50,CO_TF,Components,Touring Frames,Yes,602,Touring,01-07-2013
290,499,FR-T98U-54,HL Touring Frame - Blue- 54,CO_TF,Components,Touring Frames,Yes,602,Touring,01-07-2013
291,500,FR-T98U-60,HL Touring Frame - Blue- 60,CO_TF,Components,Touring Frames,Yes,602,Touring,01-07-2013
292,501,RD-2308,Rear Derailleur,CO_DE,Components,Derailleurs,Yes,54,N/A,01-07-2013
293,502,FR-T67U-50,LL Touring Frame - Blue- 50,CO_TF,Components,Touring Frames,Yes,200,Touring,01-07-2013
294,503,FR-T67U-54,LL Touring Frame - Blue- 54,CO_TF,Components,Touring Frames,Yes,200,Touring,01-07-2013
295,504,FR-T67U-58,LL Touring Frame - Blue- 58,CO_TF,Components,Touring Frames,Yes,200,Touring,01-07-2013
296,505,FR-T67U-62,LL Touring Frame - Blue- 62,CO_TF,Components,Touring Frames,Yes,200,Touring,01-07-2013
297,506,FR-T67Y-44,LL Touring Frame - Yellow- 44,CO_TF,Components,Touring Frames,Yes,200,Touring,01-07-2013
298,507,FR-T67Y-50,LL Touring Frame - Yellow- 50,CO_TF,Components,Touring Frames,Yes,200,Touring,01-07-2013
299,508,FR-T67Y-54,LL Touring Frame - Yellow- 54,CO_TF,Components,Touring Frames,Yes,200,Touring,01-07-2013
300,509,FR-T67Y-58,LL Touring Frame - Yellow- 58,CO_TF,Components,Touring Frames,Yes,200,Touring,01-07-2013
301,510,FR-T67U-44,LL Touring Frame - Blue- 44,CO_TF,Components,Touring Frames,Yes,200,Touring,01-07-2013
302,511,FR-M63S-40,ML Mountain Frame-W - Silver- 40,CO_MF,Components,Mountain Frames,Yes,199,Mountain,01-07-2013
303,512,FR-M63S-42,ML Mountain Frame-W - Silver- 42,CO_MF,Components,Mountain Frames,Yes,199,Mountain,01-07-2013
304,513,FR-M63S-46,ML Mountain Frame-W - Silver- 46,CO_MF,Components,Mountain Frames,Yes,199,Mountain,01-07-2013
305,514,RB-9231,Rear Brakes,CO_BR,Components,Brakes,Yes,47,N/A,01-07-2013
306,515,SE-M236,LL Mountain Seat/Saddle,CO_SA,Components,Saddles,No,12,Mountain,01-07-2013
307,516,SE-M798,ML Mountain Seat/Saddle,CO_SA,Components,Saddles,No,17,Mountain,01-07-2013
308,517,SE-M940,HL Mountain Seat/Saddle,CO_SA,Components,Saddles,No,23,Mountain,01-07-2013
309,518,SE-R581,LL Road Seat/Saddle,CO_SA,Components,Saddles,No,12,Road,01-07-2013
310,519,SE-R908,ML Road Seat/Saddle,CO_SA,Components,Saddles,No,17,Touring,01-07-2013
311,520,SE-R995,HL Road Seat/Saddle,CO_SA,Components,Saddles,No,23,Road,01-07-2013
312,521,SE-T312,LL Touring Seat/Saddle,CO_SA,Components,Saddles,No,12,Touring,01-07-2013
313,522,SE-T762,ML Touring Seat/Saddle,CO_SA,Components,Saddles,No,17,Touring,01-07-2013
314,523,SE-T924,HL Touring Seat/Saddle,CO_SA,Components,Saddles,No,23,Touring,01-07-2013
315,524,FR-M21S-42,LL Mountain Frame - Silver- 42,CO_MF,Components,Mountain Frames,Yes,145,Mountain,01-07-2013
316,525,FR-M21S-44,LL Mountain Frame - Silver- 44,CO_MF,Components,Mountain Frames,Yes,145,Mountain,01-07-2013
317,526,FR-M21S-48,LL Mountain Frame - Silver- 48,CO_MF,Components,Mountain Frames,Yes,145,Mountain,01-07-2013
318,527,FR-M21S-52,LL Mountain Frame - Silver- 52,CO_MF,Components,Mountain Frames,Yes,145,Mountain,01-07-2013
319,528,TT-M928,Mountain Tire Tube,AC_TT,Accessories,Tires and Tubes,Yes,2,Mountain,01-07-2013
320,529,TT-R982,Road Tire Tube,AC_TT,Accessories,Tires and Tubes,Yes,1,Road,01-07-2013
321,530,TT-T092,Touring Tire Tube,AC_TT,Accessories,Tires and Tubes,Yes,2,Touring,01-07-2013
322,531,FR-M21B-42,LL Mountain Frame - Black- 42,CO_MF,Components,Mountain Frames,Yes,137,Mountain,01-07-2013
323,532,FR-M21B-44,LL Mountain Frame - Black- 44,CO_MF,Components,Mountain Frames,Yes,137,Mountain,01-07-2013
324,533,FR-M21B-48,LL Mountain Frame - Black- 48,CO_MF,Components,Mountain Frames,Yes,137,Mountain,01-07-2013
325,534,FR-M21B-52,LL Mountain Frame - Black- 52,CO_MF,Components,Mountain Frames,Yes,137,Mountain,01-07-2013
326,535,TI-M267,LL Mountain Tire,AC_TT,Accessories,Tires and Tubes,Yes,9,Mountain,01-07-2013
327,536,TI-M602,ML Mountain Tire,AC_TT,Accessories,Tires and Tubes,Yes,11,Mountain,01-07-2013
328,537,TI-M823,HL Mountain Tire,AC_TT,Accessories,Tires and Tubes,Yes,13,Mountain,01-07-2013
329,538,TI-R092,LL Road Tire,AC_TT,Accessories,Tires and Tubes,Yes,8,Road,01-07-2013
330,539,TI-R628,ML Road Tire,AC_TT,Accessories,Tires and Tubes,Yes,9,Road,01-07-2013
331,540,TI-R982,HL Road Tire,AC_TT,Accessories,Tires and Tubes,Yes,12,Road,01-07-2013
332,541,TI-T723,Touring Tire,AC_TT,Accessories,Tires and Tubes,Yes,11,Touring,01-07-2013
333,542,PD-M282,LL Mountain Pedal,CO_PE,NULL,NULL,NULL,18,Mountain,01-07-2013
334,543,PD-M340,ML Mountain Pedal,CO_PE,NULL,NULL,NULL,28,Mountain,01-07-2013
335,544,PD-M562,HL Mountain Pedal,CO_PE,NULL,NULL,NULL,36,Mountain,01-07-2013
336,545,PD-R347,LL Road Pedal,CO_PE,NULL,NULL,NULL,18,Road,01-07-2013
337,546,PD-R563,ML Road Pedal,CO_PE,NULL,NULL,NULL,28,Road,01-07-2013
338,547,PD-R853,HL Road Pedal,CO_PE,NULL,NULL,NULL,36,Road,01-07-2013
339,548,PD-T852,Touring Pedal,CO_PE,NULL,NULL,NULL,36,Touring,01-07-2013
340,549,FR-M63S-38,ML Mountain Frame-W - Silver- 38,CO_MF,Components,Mountain Frames,Yes,199,Mountain,01-07-2013
341,550,FR-M21B-40,LL Mountain Frame - Black- 40,CO_MF,Components,Mountain Frames,Yes,137,Mountain,01-07-2013
342,551,FR-M21S-40,LL Mountain Frame - Silver- 40,CO_MF,Components,Mountain Frames,Yes,145,Mountain,01-07-2013
343,552,FD-2342,Front Derailleur,CO_DE,Components,Derailleurs,Yes,41,N/A,01-07-2013
344,553,HB-T721,LL Touring Handlebars,CO_HB,Components,Handlebars,No,20,Touring,01-07-2013
345,554,HB-T928,HL Touring Handlebars,CO_HB,Components,Handlebars,No,41,Touring,01-07-2013
346,555,FB-9873,Front Brakes,CO_BR,Components,Brakes,Yes,47,N/A,01-07-2013
347,556,CS-4759,LL Crankset,CO_CS,Components,Cranksets,Yes,78,N/A,01-07-2013
348,557,CS-6583,ML Crankset,CO_CS,Components,Cranksets,Yes,114,N/A,01-07-2013
349,558,CS-9183,HL Crankset,CO_CS,Components,Cranksets,Yes,180,N/A,01-07-2013
350,559,CH-0234,Chain,CO_CH,Components,Chains,Yes,9,N/A,01-07-2013
351,560,BK-T44U-60,Touring-2000 Blue- 60,BI_TB,Bikes,Touring Bikes,Yes,755,Touring,01-07-2013
352,561,BK-T79Y-46,Touring-1000 Yellow- 46,BI_TB,Bikes,Touring Bikes,Yes,1482,Touring,01-07-2013
353,562,BK-T79Y-50,Touring-1000 Yellow- 50,BI_TB,Bikes,Touring Bikes,Yes,1482,Touring,01-07-2013
354,563,BK-T79Y-54,Touring-1000 Yellow- 54,BI_TB,Bikes,Touring Bikes,Yes,1482,Touring,01-07-2013
355,564,BK-T79Y-60,Touring-1000 Yellow- 60,BI_TB,Bikes,Touring Bikes,Yes,1482,Touring,01-07-2013
356,565,BK-T18U-54,Touring-3000 Blue- 54,BI_TB,Bikes,Touring Bikes,Yes,461,Touring,01-07-2013
357,566,BK-T18U-58,Touring-3000 Blue- 58,BI_TB,Bikes,Touring Bikes,Yes,461,Touring,01-07-2013
358,567,BK-T18U-62,Touring-3000 Blue- 62,BI_TB,Bikes,Touring Bikes,Yes,461,Touring,01-07-2013
359,568,BK-T18Y-44,Touring-3000 Yellow- 44,BI_TB,Bikes,Touring Bikes,Yes,461,Touring,01-07-2013
360,569,BK-T18Y-50,Touring-3000 Yellow- 50,BI_TB,Bikes,Touring Bikes,Yes,461,Touring,01-07-2013
361,570,BK-T18Y-54,Touring-3000 Yellow- 54,BI_TB,Bikes,Touring Bikes,Yes,461,Touring,01-07-2013
362,571,BK-T18Y-58,Touring-3000 Yellow- 58,BI_TB,Bikes,Touring Bikes,Yes,461,Touring,01-07-2013
363,572,BK-T18Y-62,Touring-3000 Yellow- 62,BI_TB,Bikes,Touring Bikes,Yes,461,Touring,01-07-2013
364,573,BK-T79U-46,Touring-1000 Blue- 46,BI_TB,Bikes,Touring Bikes,Yes,1482,Touring,01-07-2013
365,574,BK-T79U-50,Touring-1000 Blue- 50,BI_TB,Bikes,Touring Bikes,Yes,1482,Touring,01-07-2013
366,575,BK-T79U-54,Touring-1000 Blue- 54,BI_TB,Bikes,Touring Bikes,Yes,1482,Touring,01-07-2013
367,576,BK-T79U-60,Touring-1000 Blue- 60,BI_TB,Bikes,Touring Bikes,Yes,1482,Touring,01-07-2013
368,577,BK-T44U-46,Touring-2000 Blue- 46,BI_TB,Bikes,Touring Bikes,Yes,755,Touring,01-07-2013
369,578,BK-T44U-50,Touring-2000 Blue- 50,BI_TB,Bikes,Touring Bikes,Yes,755,Touring,01-07-2013
370,579,BK-T44U-54,Touring-2000 Blue- 54,BI_TB,Bikes,Touring Bikes,Yes,755,Touring,01-07-2013
371,580,BK-R79Y-40,Road-350-W Yellow- 40,BI_RB,Bikes,Road Bikes,Yes,1083,Road,01-07-2013
372,581,BK-R79Y-42,Road-350-W Yellow- 42,BI_RB,Bikes,Road Bikes,Yes,1083,Road,01-07-2013
373,582,BK-R79Y-44,Road-350-W Yellow- 44,BI_RB,Bikes,Road Bikes,Yes,1083,Road,01-07-2013
374,583,BK-R79Y-48,Road-350-W Yellow- 48,BI_RB,Bikes,Road Bikes,Yes,1083,Road,01-07-2013
375,584,BK-R19B-58,Road-750 Black- 58,BI_RB,Bikes,Road Bikes,Yes,344,Road,01-07-2013
376,585,BK-T18U-44,Touring-3000 Blue- 44,BI_TB,Bikes,Touring Bikes,Yes,461,Touring,01-07-2013
377,586,BK-T18U-50,Touring-3000 Blue- 50,BI_TB,Bikes,Touring Bikes,Yes,461,Touring,01-07-2013
378,587,BK-M38S-38,Mountain-400-W Silver- 38,BI_MB,Bikes,Mountain Bikes,Yes,420,Mountain,01-07-2013
379,588,BK-M38S-40,Mountain-400-W Silver- 40,BI_MB,Bikes,Mountain Bikes,Yes,420,Mountain,01-07-2013
380,589,BK-M38S-42,Mountain-400-W Silver- 42,BI_MB,Bikes,Mountain Bikes,Yes,420,Mountain,01-07-2013
381,590,BK-M38S-46,Mountain-400-W Silver- 46,BI_MB,Bikes,Mountain Bikes,Yes,420,Mountain,01-07-2013
382,591,BK-M18S-40,Mountain-500 Silver- 40,BI_MB,Bikes,Mountain Bikes,Yes,308,Mountain,01-07-2013
383,592,BK-M18S-42,Mountain-500 Silver- 42,BI_MB,Bikes,Mountain Bikes,Yes,308,Mountain,01-07-2013
384,593,BK-M18S-44,Mountain-500 Silver- 44,BI_MB,Bikes,Mountain Bikes,Yes,308,Mountain,01-07-2013
385,594,BK-M18S-48,Mountain-500 Silver- 48,BI_MB,Bikes,Mountain Bikes,Yes,308,Mountain,01-07-2013
386,595,BK-M18S-52,Mountain-500 Silver- 52,BI_MB,Bikes,Mountain Bikes,Yes,308,Mountain,01-07-2013
387,596,BK-M18B-40,Mountain-500 Black- 40,BI_MB,Bikes,Mountain Bikes,Yes,295,Mountain,01-07-2013
388,597,BK-M18B-42,Mountain-500 Black- 42,BI_MB,Bikes,Mountain Bikes,Yes,295,Mountain,01-07-2013
389,598,BK-M18B-44,Mountain-500 Black- 44,BI_MB,Bikes,Mountain Bikes,Yes,295,Mountain,01-07-2013
390,599,BK-M18B-48,Mountain-500 Black- 48,BI_MB,Bikes,Mountain Bikes,Yes,295,Mountain,01-07-2013
391,600,BK-M18B-52,Mountain-500 Black- 52,BI_MB,Bikes,Mountain Bikes,Yes,295,Mountain,01-07-2013
392,601,BB-7421,LL Bottom Bracket,CO_BB,Components,Bottom Brackets,Yes,24,N/A,01-07-2013
393,602,BB-8107,ML Bottom Bracket,CO_BB,Components,Bottom Brackets,Yes,45,N/A,01-07-2013
394,603,BB-9108,HL Bottom Bracket,CO_BB,Components,Bottom Brackets,Yes,54,N/A,01-07-2013
395,604,BK-R19B-44,Road-750 Black- 44,BI_RB,Bikes,Road Bikes,Yes,344,Road,01-07-2013
396,605,BK-R19B-48,Road-750 Black- 48,BI_RB,Bikes,Road Bikes,Yes,344,Road,01-07-2013
397,606,BK-R19B-52,Road-750 Black- 52,BI_RB,Bikes,Road Bikes,Yes,344,Road,01-07-2013
